2019-05-18 10:47:07,506 - matrix_completion.py[line:140] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.8131, device='cuda:0')
2019-05-19 22:57:58,475 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 123, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 23:07:19,644 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 124, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 23:16:32,048 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 125, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 23:25:45,981 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 126, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-19 23:34:59,442 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 127, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-19 23:44:12,022 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 128, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-19 23:53:11,896 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 129, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:02:16,156 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 130, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:11:20,315 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 131, layer number 30, loss= tensor(0.0012, device='cuda:0')
2019-05-20 00:20:15,680 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 132, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:29:21,994 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 133, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:38:38,669 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 134, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:47:44,853 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 135, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 00:56:45,548 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 136, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:05:36,189 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 137, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:14:19,814 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 138, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:22:59,613 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 139, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:31:55,841 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 140, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:40:45,675 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 141, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 01:49:37,062 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 142, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 01:58:30,795 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 143, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 02:07:16,660 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 144, layer number 30, loss= tensor(0.0011, device='cuda:0')
2019-05-20 02:16:10,155 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 145, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 02:25:16,739 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 146, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 02:34:35,356 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 147, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 02:44:06,526 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 148, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 02:53:25,526 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 149, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 03:02:48,972 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 150, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 03:12:04,663 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 151, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 03:21:03,452 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 152, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 03:29:58,715 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 153, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 03:38:52,155 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 154, layer number 30, loss= tensor(0.0010, device='cuda:0')
2019-05-20 03:48:02,598 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 155, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 03:57:11,188 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 156, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 04:06:05,454 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 157, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 04:14:59,487 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 158, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 04:23:54,717 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 159, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 04:33:00,323 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 160, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 04:41:46,973 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 161, layer number 30, loss= tensor(0.0009, device='cuda:0')
2019-05-20 04:50:55,082 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 162, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:00:16,005 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 163, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:09:34,920 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 164, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:18:37,796 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 165, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:27:30,342 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 166, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:36:13,900 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 167, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:45:04,279 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 168, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 05:54:07,361 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 169, layer number 30, loss= tensor(0.0008, device='cuda:0')
2019-05-20 06:02:59,668 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 170, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:12:03,859 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 171, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:21:16,941 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 172, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:30:26,926 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 173, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:39:22,063 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 174, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:48:07,477 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 175, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 06:56:53,372 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 176, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:05:58,054 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 177, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:14:43,201 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 178, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:23:40,115 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 179, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:32:55,819 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 180, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:41:51,130 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 181, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 07:50:58,867 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 182, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 08:00:15,475 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 183, layer number 30, loss= tensor(0.0007, device='cuda:0')
2019-05-20 08:08:57,716 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 184, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 08:17:45,988 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 185, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 08:26:38,785 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 186, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 08:35:24,106 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 187, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 08:44:24,968 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 188, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 08:53:11,435 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 189, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:01:57,196 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 190, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:10:42,315 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 191, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:19:31,273 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 192, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:28:16,997 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 193, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:37:02,700 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 194, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:45:54,381 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 195, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 09:54:41,166 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 196, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 10:03:26,942 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 197, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 10:12:42,028 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 198, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 10:21:52,379 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 199, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 10:30:41,849 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 200, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-20 10:39:35,803 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 201, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-20 10:48:18,428 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 202, layer number 30, loss= tensor(0.0006, device='cuda:0')
2019-05-20 10:57:13,381 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 203, layer number 30, loss= tensor(0.0005, device='cuda:0')
2019-05-20 19:31:05,231 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.1203, device='cuda:0')
2019-05-20 19:40:29,823 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.0249, device='cuda:0')
2019-05-20 19:49:44,750 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.0626, device='cuda:0')
2019-05-20 19:59:33,928 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.0314, device='cuda:0')
2019-05-20 20:08:57,177 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.0225, device='cuda:0')
2019-05-20 20:18:22,135 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.0339, device='cuda:0')
2019-05-20 20:27:40,738 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.0400, device='cuda:0')
2019-05-20 20:37:17,187 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.0351, device='cuda:0')
2019-05-20 20:46:38,930 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.0242, device='cuda:0')
2019-05-20 20:55:45,821 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.0206, device='cuda:0')
2019-05-20 21:05:22,082 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.0302, device='cuda:0')
2019-05-20 21:14:52,073 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.0298, device='cuda:0')
2019-05-20 21:24:35,523 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.0210, device='cuda:0')
2019-05-20 21:34:03,669 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.0204, device='cuda:0')
2019-05-20 21:43:58,830 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.0239, device='cuda:0')
2019-05-20 21:53:36,720 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.0252, device='cuda:0')
2019-05-20 22:03:15,148 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.0234, device='cuda:0')
2019-05-20 22:13:18,611 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.0196, device='cuda:0')
2019-05-20 22:23:18,027 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.0162, device='cuda:0')
2019-05-20 22:33:32,504 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.0155, device='cuda:0')
2019-05-20 22:43:40,371 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.0158, device='cuda:0')
2019-05-20 22:53:30,096 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.0148, device='cuda:0')
2019-05-20 23:03:38,514 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.0128, device='cuda:0')
2019-05-20 23:13:22,796 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.0117, device='cuda:0')
2019-05-20 23:23:20,453 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.0115, device='cuda:0')
2019-05-20 23:33:13,124 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.0119, device='cuda:0')
2019-05-20 23:42:58,525 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.0114, device='cuda:0')
2019-05-20 23:51:34,678 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.0102, device='cuda:0')
2019-05-20 23:52:43,231 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.0092, device='cuda:0')
2019-05-20 23:53:51,804 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 29, layer number 30, loss= tensor(0.0086, device='cuda:0')
2019-05-20 23:55:00,179 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 30, layer number 30, loss= tensor(0.0082, device='cuda:0')
2019-05-20 23:56:10,040 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 31, layer number 30, loss= tensor(0.0075, device='cuda:0')
2019-05-20 23:57:19,476 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 32, layer number 30, loss= tensor(0.0068, device='cuda:0')
2019-05-20 23:58:28,962 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 33, layer number 30, loss= tensor(0.0064, device='cuda:0')
2019-05-20 23:59:38,739 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 34, layer number 30, loss= tensor(0.0067, device='cuda:0')
2019-05-21 00:00:49,629 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 35, layer number 30, loss= tensor(0.0067, device='cuda:0')
2019-05-21 00:02:01,855 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 36, layer number 30, loss= tensor(0.0067, device='cuda:0')
2019-05-21 00:03:14,054 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 37, layer number 30, loss= tensor(0.0062, device='cuda:0')
2019-05-21 00:04:26,060 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 38, layer number 30, loss= tensor(0.0060, device='cuda:0')
2019-05-21 00:05:37,955 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 39, layer number 30, loss= tensor(0.0058, device='cuda:0')
2019-05-21 00:06:50,732 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 40, layer number 30, loss= tensor(0.0055, device='cuda:0')
2019-05-21 00:08:02,757 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 41, layer number 30, loss= tensor(0.0052, device='cuda:0')
2019-05-21 00:09:15,154 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 42, layer number 30, loss= tensor(0.0051, device='cuda:0')
2019-05-21 00:10:27,196 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 43, layer number 30, loss= tensor(0.0050, device='cuda:0')
2019-05-21 00:11:39,042 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 44, layer number 30, loss= tensor(0.0048, device='cuda:0')
2019-05-21 00:12:50,718 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 45, layer number 30, loss= tensor(0.0047, device='cuda:0')
2019-05-21 00:14:04,182 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 46, layer number 30, loss= tensor(0.0045, device='cuda:0')
2019-05-21 00:15:15,255 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 47, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 00:16:26,124 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 48, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 09:26:29,989 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.0044, device='cuda:0')
2019-05-21 09:27:31,524 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.0699, device='cuda:0')
2019-05-21 09:28:32,904 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.0460, device='cuda:0')
2019-05-21 09:29:33,667 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.0353, device='cuda:0')
2019-05-21 09:30:35,019 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.0350, device='cuda:0')
2019-05-21 09:31:36,966 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.0222, device='cuda:0')
2019-05-21 09:32:39,170 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.0185, device='cuda:0')
2019-05-21 09:33:42,228 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.0244, device='cuda:0')
2019-05-21 09:34:45,563 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.0265, device='cuda:0')
2019-05-21 09:35:59,654 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.0265, device='cuda:0')
2019-05-21 09:37:08,798 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.0221, device='cuda:0')
2019-05-21 09:38:16,783 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.0173, device='cuda:0')
2019-05-21 09:39:24,717 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.0167, device='cuda:0')
2019-05-21 09:40:32,917 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.0157, device='cuda:0')
2019-05-21 09:41:40,176 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.0154, device='cuda:0')
2019-05-21 09:42:48,581 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.0154, device='cuda:0')
2019-05-21 09:43:56,619 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.0144, device='cuda:0')
2019-05-21 09:45:04,621 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.0126, device='cuda:0')
2019-05-21 09:46:13,103 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.0122, device='cuda:0')
2019-05-21 09:47:21,271 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.0119, device='cuda:0')
2019-05-21 09:48:30,266 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.0111, device='cuda:0')
2019-05-21 09:49:39,606 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.0107, device='cuda:0')
2019-05-21 09:50:50,608 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.0107, device='cuda:0')
2019-05-21 09:52:01,336 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.0104, device='cuda:0')
2019-05-21 09:53:11,627 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.0100, device='cuda:0')
2019-05-21 09:54:20,095 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.0095, device='cuda:0')
2019-05-21 09:55:28,054 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.0091, device='cuda:0')
2019-05-21 09:56:36,148 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.0086, device='cuda:0')
2019-05-21 09:57:43,335 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.0084, device='cuda:0')
2019-05-21 09:58:53,135 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 29, layer number 30, loss= tensor(0.0080, device='cuda:0')
2019-05-21 10:00:02,123 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 30, layer number 30, loss= tensor(0.0081, device='cuda:0')
2019-05-21 10:01:10,950 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 31, layer number 30, loss= tensor(0.0079, device='cuda:0')
2019-05-21 10:02:18,877 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 32, layer number 30, loss= tensor(0.0078, device='cuda:0')
2019-05-21 10:03:26,679 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 33, layer number 30, loss= tensor(0.0078, device='cuda:0')
2019-05-21 10:04:34,737 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 34, layer number 30, loss= tensor(0.0077, device='cuda:0')
2019-05-21 10:05:42,743 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 35, layer number 30, loss= tensor(0.0070, device='cuda:0')
2019-05-21 10:06:50,150 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 36, layer number 30, loss= tensor(0.0067, device='cuda:0')
2019-05-21 10:07:55,957 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 37, layer number 30, loss= tensor(0.0065, device='cuda:0')
2019-05-21 10:08:57,858 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 38, layer number 30, loss= tensor(0.0062, device='cuda:0')
2019-05-21 10:09:59,874 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 39, layer number 30, loss= tensor(0.0061, device='cuda:0')
2019-05-21 10:11:01,763 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 40, layer number 30, loss= tensor(0.0060, device='cuda:0')
2019-05-21 10:12:03,502 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 41, layer number 30, loss= tensor(0.0060, device='cuda:0')
2019-05-21 10:13:05,220 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 42, layer number 30, loss= tensor(0.0058, device='cuda:0')
2019-05-21 10:14:07,577 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 43, layer number 30, loss= tensor(0.0058, device='cuda:0')
2019-05-21 10:15:09,458 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 44, layer number 30, loss= tensor(0.0058, device='cuda:0')
2019-05-21 10:16:14,792 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 45, layer number 30, loss= tensor(0.0059, device='cuda:0')
2019-05-21 10:17:18,174 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 46, layer number 30, loss= tensor(0.0057, device='cuda:0')
2019-05-21 10:18:19,296 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 47, layer number 30, loss= tensor(0.0057, device='cuda:0')
2019-05-21 10:19:21,383 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 48, layer number 30, loss= tensor(0.0057, device='cuda:0')
2019-05-21 10:20:22,445 - matrix_completion.py[line:137] - INFO: measurement rate 0.39, epoch 49, layer number 30, loss= tensor(0.0055, device='cuda:0')
