2019-05-18 14:55:38,658 - matrix_completion_ill_condition.py[line:142] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.8176, device='cuda:0')
2019-05-20 12:20:49,055 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 160, layer number 30, loss= tensor(0.3077, device='cuda:0')
2019-05-20 12:21:49,741 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 161, layer number 30, loss= tensor(0.3441, device='cuda:0')
2019-05-20 12:22:50,630 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 162, layer number 30, loss= tensor(0.3356, device='cuda:0')
2019-05-20 12:23:51,445 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 163, layer number 30, loss= tensor(0.3810, device='cuda:0')
2019-05-20 12:24:52,814 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 164, layer number 30, loss= tensor(0.3743, device='cuda:0')
2019-05-20 12:25:53,271 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 165, layer number 30, loss= tensor(0.3329, device='cuda:0')
2019-05-20 12:26:54,580 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 166, layer number 30, loss= tensor(0.2881, device='cuda:0')
2019-05-20 12:27:55,355 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 167, layer number 30, loss= tensor(0.3944, device='cuda:0')
2019-05-20 12:28:56,319 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 168, layer number 30, loss= tensor(0.3052, device='cuda:0')
2019-05-20 12:29:56,706 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 169, layer number 30, loss= tensor(0.3736, device='cuda:0')
2019-05-20 12:30:58,014 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 170, layer number 30, loss= tensor(0.3910, device='cuda:0')
2019-05-20 12:31:58,914 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 171, layer number 30, loss= tensor(0.3948, device='cuda:0')
2019-05-20 12:32:59,126 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 172, layer number 30, loss= tensor(0.3854, device='cuda:0')
2019-05-20 12:34:00,969 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 173, layer number 30, loss= tensor(0.3690, device='cuda:0')
2019-05-20 12:35:01,930 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 174, layer number 30, loss= tensor(0.3512, device='cuda:0')
2019-05-20 12:36:02,581 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 175, layer number 30, loss= tensor(0.3234, device='cuda:0')
2019-05-20 12:37:03,409 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 176, layer number 30, loss= tensor(0.2350, device='cuda:0')
2019-05-20 12:38:04,386 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 177, layer number 30, loss= tensor(0.7481, device='cuda:0')
2019-05-20 12:39:05,105 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 178, layer number 30, loss= tensor(0.4086, device='cuda:0')
2019-05-20 12:40:06,268 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 179, layer number 30, loss= tensor(0.4131, device='cuda:0')
2019-05-20 12:41:07,277 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 180, layer number 30, loss= tensor(0.4144, device='cuda:0')
2019-05-20 12:42:08,183 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 181, layer number 30, loss= tensor(0.4134, device='cuda:0')
2019-05-20 12:43:08,587 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 182, layer number 30, loss= tensor(0.4121, device='cuda:0')
2019-05-20 12:44:09,511 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 183, layer number 30, loss= tensor(0.4244, device='cuda:0')
2019-05-20 12:45:10,642 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 184, layer number 30, loss= tensor(0.4279, device='cuda:0')
2019-05-20 12:46:10,746 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 185, layer number 30, loss= tensor(0.4298, device='cuda:0')
2019-05-20 12:47:11,582 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 186, layer number 30, loss= tensor(0.4231, device='cuda:0')
2019-05-20 12:48:11,990 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 187, layer number 30, loss= tensor(0.4270, device='cuda:0')
2019-05-20 12:49:12,854 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 188, layer number 30, loss= tensor(0.4307, device='cuda:0')
2019-05-20 12:50:13,495 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 189, layer number 30, loss= tensor(0.4322, device='cuda:0')
2019-05-20 12:51:14,260 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 190, layer number 30, loss= tensor(0.4289, device='cuda:0')
2019-05-20 12:52:15,400 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 191, layer number 30, loss= tensor(0.4244, device='cuda:0')
2019-05-20 12:53:15,993 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 192, layer number 30, loss= tensor(0.4229, device='cuda:0')
2019-05-20 12:54:16,519 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 193, layer number 30, loss= tensor(0.4219, device='cuda:0')
2019-05-20 12:55:16,565 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 194, layer number 30, loss= tensor(0.4253, device='cuda:0')
2019-05-20 12:56:17,370 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 195, layer number 30, loss= tensor(0.4185, device='cuda:0')
2019-05-20 12:57:18,845 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 196, layer number 30, loss= tensor(0.4190, device='cuda:0')
2019-05-20 12:58:19,844 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 197, layer number 30, loss= tensor(0.4131, device='cuda:0')
2019-05-20 12:59:20,064 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 198, layer number 30, loss= tensor(0.4143, device='cuda:0')
2019-05-20 13:00:20,182 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 199, layer number 30, loss= tensor(0.4093, device='cuda:0')
2019-05-20 13:01:21,498 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 200, layer number 30, loss= tensor(0.4133, device='cuda:0')
2019-05-20 13:02:22,784 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 201, layer number 30, loss= tensor(0.4063, device='cuda:0')
2019-05-20 13:03:23,696 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 202, layer number 30, loss= tensor(0.4040, device='cuda:0')
2019-05-20 13:04:24,473 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 203, layer number 30, loss= tensor(0.4057, device='cuda:0')
2019-05-20 13:05:26,095 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 204, layer number 30, loss= tensor(0.4027, device='cuda:0')
2019-05-20 13:06:26,459 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 205, layer number 30, loss= tensor(0.3991, device='cuda:0')
2019-05-20 13:07:27,514 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 206, layer number 30, loss= tensor(0.3990, device='cuda:0')
2019-05-20 13:08:28,463 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 207, layer number 30, loss= tensor(0.3918, device='cuda:0')
2019-05-20 13:09:29,348 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 208, layer number 30, loss= tensor(0.3879, device='cuda:0')
2019-05-20 13:10:29,919 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 209, layer number 30, loss= tensor(0.3868, device='cuda:0')
2019-05-20 13:11:30,564 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 210, layer number 30, loss= tensor(0.3872, device='cuda:0')
2019-05-20 13:12:31,504 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 211, layer number 30, loss= tensor(0.3919, device='cuda:0')
2019-05-20 13:13:32,976 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 212, layer number 30, loss= tensor(0.3920, device='cuda:0')
2019-05-20 13:14:34,189 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 213, layer number 30, loss= tensor(0.3884, device='cuda:0')
2019-05-20 13:15:35,265 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 214, layer number 30, loss= tensor(0.3893, device='cuda:0')
2019-05-20 13:16:35,732 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 215, layer number 30, loss= tensor(0.3838, device='cuda:0')
2019-05-20 13:17:37,168 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 216, layer number 30, loss= tensor(0.3728, device='cuda:0')
2019-05-20 13:18:38,073 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 217, layer number 30, loss= tensor(0.3818, device='cuda:0')
2019-05-20 13:19:38,922 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 218, layer number 30, loss= tensor(0.3787, device='cuda:0')
2019-05-20 13:20:39,190 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 219, layer number 30, loss= tensor(0.3788, device='cuda:0')
2019-05-20 13:21:40,381 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 220, layer number 30, loss= tensor(0.3773, device='cuda:0')
2019-05-20 13:22:41,194 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 221, layer number 30, loss= tensor(0.3700, device='cuda:0')
2019-05-20 13:23:41,585 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 222, layer number 30, loss= tensor(0.3665, device='cuda:0')
2019-05-20 13:24:42,560 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 223, layer number 30, loss= tensor(0.3676, device='cuda:0')
2019-05-20 13:25:43,420 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 224, layer number 30, loss= tensor(0.3610, device='cuda:0')
2019-05-20 13:26:43,424 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 225, layer number 30, loss= tensor(0.3607, device='cuda:0')
2019-05-20 13:27:44,399 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 226, layer number 30, loss= tensor(0.3548, device='cuda:0')
2019-05-20 13:28:45,506 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 227, layer number 30, loss= tensor(0.3622, device='cuda:0')
2019-05-20 13:29:45,991 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 228, layer number 30, loss= tensor(0.3503, device='cuda:0')
2019-05-20 13:30:46,569 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 229, layer number 30, loss= tensor(0.3510, device='cuda:0')
2019-05-20 13:31:48,489 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 230, layer number 30, loss= tensor(0.3473, device='cuda:0')
2019-05-20 13:32:50,238 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 231, layer number 30, loss= tensor(0.3412, device='cuda:0')
2019-05-20 13:33:51,250 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 232, layer number 30, loss= tensor(0.3349, device='cuda:0')
2019-05-20 13:34:52,693 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 233, layer number 30, loss= tensor(0.3342, device='cuda:0')
2019-05-20 13:35:54,154 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 234, layer number 30, loss= tensor(0.3236, device='cuda:0')
2019-05-20 13:36:55,183 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 235, layer number 30, loss= tensor(0.3160, device='cuda:0')
2019-05-20 13:37:56,298 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 236, layer number 30, loss= tensor(0.3097, device='cuda:0')
2019-05-20 13:38:58,189 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 237, layer number 30, loss= tensor(0.2959, device='cuda:0')
2019-05-20 13:39:58,844 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 238, layer number 30, loss= tensor(0.2754, device='cuda:0')
2019-05-20 13:41:00,158 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 239, layer number 30, loss= tensor(0.2484, device='cuda:0')
2019-05-20 13:42:01,286 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 240, layer number 30, loss= tensor(0.2130, device='cuda:0')
2019-05-20 13:43:03,226 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 241, layer number 30, loss= tensor(0.1782, device='cuda:0')
2019-05-20 13:44:04,843 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 242, layer number 30, loss= tensor(0.1577, device='cuda:0')
2019-05-20 13:45:07,220 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 243, layer number 30, loss= tensor(0.1459, device='cuda:0')
2019-05-20 13:46:08,313 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 244, layer number 30, loss= tensor(0.1391, device='cuda:0')
2019-05-20 13:47:09,503 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 245, layer number 30, loss= tensor(0.1317, device='cuda:0')
2019-05-20 13:48:11,086 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 246, layer number 30, loss= tensor(0.1321, device='cuda:0')
2019-05-20 13:49:11,924 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 247, layer number 30, loss= tensor(0.1342, device='cuda:0')
2019-05-20 13:50:14,005 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 248, layer number 30, loss= tensor(0.1291, device='cuda:0')
2019-05-20 13:51:14,536 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 249, layer number 30, loss= tensor(0.1296, device='cuda:0')
2019-05-20 13:52:15,945 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 250, layer number 30, loss= tensor(0.1305, device='cuda:0')
2019-05-20 13:53:17,122 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 251, layer number 30, loss= tensor(0.1278, device='cuda:0')
2019-05-20 13:54:17,952 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 252, layer number 30, loss= tensor(0.1239, device='cuda:0')
2019-05-20 13:55:19,230 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 253, layer number 30, loss= tensor(0.1198, device='cuda:0')
2019-05-20 13:56:20,784 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 254, layer number 30, loss= tensor(0.1163, device='cuda:0')
2019-05-20 13:57:22,412 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 255, layer number 30, loss= tensor(0.1120, device='cuda:0')
2019-05-20 13:58:23,810 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 256, layer number 30, loss= tensor(0.1024, device='cuda:0')
2019-05-20 13:59:24,488 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 257, layer number 30, loss= tensor(0.0967, device='cuda:0')
2019-05-20 14:00:26,189 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 258, layer number 30, loss= tensor(0.0939, device='cuda:0')
2019-05-20 14:01:26,912 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 259, layer number 30, loss= tensor(0.0921, device='cuda:0')
2019-05-20 14:02:28,494 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 260, layer number 30, loss= tensor(0.0931, device='cuda:0')
2019-05-20 14:03:28,741 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 261, layer number 30, loss= tensor(0.0941, device='cuda:0')
2019-05-20 14:04:28,808 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 262, layer number 30, loss= tensor(0.0958, device='cuda:0')
2019-05-20 14:05:29,135 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 263, layer number 30, loss= tensor(0.0931, device='cuda:0')
2019-05-20 14:06:29,672 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 264, layer number 30, loss= tensor(0.0930, device='cuda:0')
2019-05-20 19:29:28,896 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.0918, device='cuda:0')
2019-05-20 19:38:10,128 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(7.9807, device='cuda:0')
2019-05-20 19:46:49,823 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.6300, device='cuda:0')
2019-05-20 19:55:27,239 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.6135, device='cuda:0')
2019-05-20 20:04:20,979 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.5408, device='cuda:0')
2019-05-20 20:13:15,745 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.5689, device='cuda:0')
2019-05-20 20:22:33,926 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.6653, device='cuda:0')
2019-05-20 20:31:39,664 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.7431, device='cuda:0')
2019-05-20 20:40:41,047 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.8063, device='cuda:0')
2019-05-20 20:49:39,011 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.8534, device='cuda:0')
2019-05-20 20:58:47,245 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.8843, device='cuda:0')
2019-05-20 21:07:42,930 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.9036, device='cuda:0')
2019-05-20 21:16:48,422 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.9134, device='cuda:0')
2019-05-20 21:25:54,064 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.9155, device='cuda:0')
2019-05-20 21:34:44,230 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.9106, device='cuda:0')
2019-05-20 21:44:00,238 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.9002, device='cuda:0')
2019-05-20 21:53:34,276 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.8827, device='cuda:0')
2019-05-20 22:02:40,475 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.8615, device='cuda:0')
2019-05-20 22:12:10,056 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.8366, device='cuda:0')
2019-05-20 22:21:01,939 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.8093, device='cuda:0')
2019-05-20 22:30:08,193 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.7788, device='cuda:0')
2019-05-20 22:39:28,273 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.7465, device='cuda:0')
2019-05-20 22:48:39,960 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.7147, device='cuda:0')
2019-05-20 22:57:39,162 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.6829, device='cuda:0')
2019-05-20 23:06:36,519 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.6515, device='cuda:0')
2019-05-20 23:15:32,405 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.6198, device='cuda:0')
2019-05-20 23:24:35,407 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.5882, device='cuda:0')
2019-05-20 23:34:00,819 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.5657, device='cuda:0')
2019-05-20 23:43:11,203 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.5391, device='cuda:0')
2019-05-21 10:57:14,208 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(7.8356, device='cuda:0')
2019-05-21 11:05:39,548 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.6952, device='cuda:0')
2019-05-21 11:14:34,891 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.5650, device='cuda:0')
2019-05-21 11:23:51,849 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.5794, device='cuda:0')
2019-05-21 11:33:04,080 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 4, layer number 30, loss= tensor(0.6867, device='cuda:0')
2019-05-21 11:42:33,256 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 5, layer number 30, loss= tensor(0.7659, device='cuda:0')
2019-05-21 11:51:58,406 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 6, layer number 30, loss= tensor(0.8369, device='cuda:0')
2019-05-21 12:01:02,582 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 7, layer number 30, loss= tensor(0.8878, device='cuda:0')
2019-05-21 12:10:22,270 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 8, layer number 30, loss= tensor(0.9217, device='cuda:0')
2019-05-21 12:19:43,455 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 9, layer number 30, loss= tensor(0.9432, device='cuda:0')
2019-05-21 12:29:08,811 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 10, layer number 30, loss= tensor(0.9557, device='cuda:0')
2019-05-21 12:38:11,552 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 11, layer number 30, loss= tensor(0.9591, device='cuda:0')
2019-05-21 12:47:38,250 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 12, layer number 30, loss= tensor(0.9547, device='cuda:0')
2019-05-21 12:56:50,608 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 13, layer number 30, loss= tensor(0.9427, device='cuda:0')
2019-05-21 13:06:19,516 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 14, layer number 30, loss= tensor(0.9242, device='cuda:0')
2019-05-21 13:15:41,172 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 15, layer number 30, loss= tensor(0.9004, device='cuda:0')
2019-05-21 13:25:05,161 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 16, layer number 30, loss= tensor(0.8711, device='cuda:0')
2019-05-21 13:34:06,500 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 17, layer number 30, loss= tensor(0.8388, device='cuda:0')
2019-05-21 13:43:35,317 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 18, layer number 30, loss= tensor(0.8051, device='cuda:0')
2019-05-21 13:52:44,204 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 19, layer number 30, loss= tensor(0.7681, device='cuda:0')
2019-05-21 14:01:57,370 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 20, layer number 30, loss= tensor(0.7299, device='cuda:0')
2019-05-21 14:11:18,081 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 21, layer number 30, loss= tensor(0.6948, device='cuda:0')
2019-05-21 14:20:43,667 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 22, layer number 30, loss= tensor(0.6569, device='cuda:0')
2019-05-21 14:29:44,311 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 23, layer number 30, loss= tensor(0.6222, device='cuda:0')
2019-05-21 14:39:01,577 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 24, layer number 30, loss= tensor(0.5885, device='cuda:0')
2019-05-21 14:48:07,156 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 25, layer number 30, loss= tensor(0.5609, device='cuda:0')
2019-05-21 14:57:13,691 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 26, layer number 30, loss= tensor(0.5342, device='cuda:0')
2019-05-21 15:06:35,935 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 27, layer number 30, loss= tensor(0.5067, device='cuda:0')
2019-05-21 15:15:47,326 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 28, layer number 30, loss= tensor(0.4871, device='cuda:0')
2019-05-21 15:53:52,429 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 0, layer number 30, loss= tensor(0.4684, device='cuda:0')
2019-05-21 16:02:33,877 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 1, layer number 30, loss= tensor(0.4954, device='cuda:0')
2019-05-21 16:11:02,566 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 2, layer number 30, loss= tensor(0.4437, device='cuda:0')
2019-05-21 16:19:44,626 - matrix_completion_ill_condition.py[line:141] - INFO: measurement rate 0.39, epoch 3, layer number 30, loss= tensor(0.4375, device='cuda:0')
